AZ	Benson	Benson Municipal Airport	E95	 Southwestern Aviation, LLC	520-586-3262													Roy	2017-07-11	Would not Disclose			
AZ	Bisbee	Bisbee Municipal Airport	P04	City of Bisbee	520-432-6030, 520-249-5401														2017-07-11	Did not Answer (Called Twice)			called back on 07/13 and 07/19 and 07/21no answer
AZ	Buckeye	Buckeye Municipal Airport	KBXK	City of Buckeye	623-349-6880, 623-698-2818	Yes	Square Footage		0	0	$6/night, $36/month, covered area: $7/night-small, $45/month-small, $12/night-large, $75/month-large	0	0	see fee sheet	want to change them by next year but "we will see"			Scott Lowe	2017-07-11	Dope AF(Fee Sheet Received)	Yes		got a fee sheet, see the pdf in the fee sheet folder
AZ	Bullhead City	Laughlin/Bullhead International Airport	KIFP	Signature Flight Support	928-754-3020																		
AZ	Bullhead City	Sun Valley Airport	A20	Sun Valley Airport	760-315-5096, 928-768-3176	Yes	Flat Rate		$0	0	$7/night, $50/month	0	0		never	No			2017-07-11	Good	No		open 24 hours, self service, free courtesy vehicle, car parking included in tie down fee
AZ	Casa Grande	Casa Grande Municipal Airport	KCGZ	Casa Grande Municipal Airport	520-426-3616, 520-251-3366	No												Kevin	2017-07-11		No		
AZ	Chandler	Chandler Municipal Airport	KCHD	 Chandler Air Service	480-963-6420	Yes	Flat Rate		0	0	$9/night	0	0		never	Yes	free w/ any fuel purchase	Amy	2017-07-13	Good	No		
AZ	Chandler	Chandler Municipal Airport	KCHD	Chandler Municipal Airport	480-782-3540	Yes	Flat Rate		0	0	$10/night, $50/month	0	0	$244/month-small, $400/month-large	never	No			2017-07-13	Good	No		
AZ	Chandler	Stellar Airpark	P19	Stellar Air															2017-07-13				number is disconnected
AZ	Colorado City	Colorado City Municipal Airport	KAZC	Escalade Air	435-616-2871	Yes	Flat Rate		0	0	0	0	0	$125/month	never	No			2017-07-13	Good	No		specifically said tying down for any length of time is free
AZ	Coolidge	Coolidge Municipal Airport	P08	Skyflight Services	480-620-4965													Mike	2017-07-13	Would not Disclose			said he "didn't have time" and that he "would never have time"
AZ	Cottonwood	Cottonwood Airport	P52	City of Cottonwood	928-340-2777														2017-07-13	Did not Answer (Will Call Again)			
AZ	Douglas	Douglas Municipal Airport	KDGL	 City of Douglas (FBO)																			number now belongs to some random guy
AZ	Douglas/Bisbee	Bisbee Douglas International Airport	KDUG	Bisbee Douglas International Airport	520-364-2771	Yes	Engine Type		0	0	single engine: $10/night, twin engine piston: $15/night	0	$60 regular, $120 charter/cargo	$50/night	never				2017-07-13	Good	No		about to refurbish hangars so very few hangars available, call out fees applicable after 4:30 and on weekends and holidays
AZ	Eloy	Eloy Municipal Airport	E60	Eloy Municipal Airport	520-466-4721	No												Angie	2017-07-13	Good	No		
