OK	Tulsa	Richard Lloyd Jones Jr Airport	KRVS	 Christiansen Aviation	918-298-6650	No			0	0	0	0	0	yes but unwilling to divuldge how much (charged nightly though!)	Consistent in not charging 	No		Kenneth Christiansen 	2017-08-04	Good	No		
OK	Oklahoma City	Will Rogers World Airport	KOKC	Atlantic Aviation	405-787-4043	Did Not/Would not answer													2017-08-04	Did not Answer (Called Twice)			
OK	Oklahoma City	Will Rogers World Airport	KOKC	 AAR Aircraft Services-Oklahoma	405-218-3160	No													2017-08-04	Good	No		
OK	Tulsa	Tulsa International Airport	KTUL	BizJet International	918-510-1386, 918-831-7665	Yes	Square Footage and Engine		0	100-220	0	0	0	0	Not often 	Yes	Did not state	Wendy Carr	2017-08-07	Good	No		
OK	Tulsa	Tulsa International Airport	KTUL	Legacy Jet Center	918-836-0222	Did Not/Would not answer													2017-08-07	Did not Answer (Called Twice)			
OK	Tulsa	Tulsa International Airport	KTUL	Tulsair Beechcraft, Inc	918-835-7651	Did Not/Would not answer												Scott Lenard	2017-08-18	Would not Disclose			
OK	Tulsa	Tulsa International Airport	KTUL	Atlantic Aviation	918-836-6592	Did Not/Would not answer																	
OK	Tulsa	Tulsa International Airport	KTUL	Sparks Aviation Center	918-835-2048	Did Not/Would not answer													2017-08-18	Would not Disclose			
OK	Tulsa	Tulsa International Airport	KTUL	 United States Aviation	918-836-7345, 251-233-3786	Did Not/Would not answer													2017-08-18	Would not Disclose			
OK	Stillwater	Stillwater Regional Airport	KSWO	 Stillwater Flight Center	405-624-5463	Did Not/Would not answer													2017-08-18	Did not Answer (Called Twice)			
OK	Oklahoma City	Wiley Post Airport	KPWA	VALAIR Aviation	405-709-1550	Did Not/Would not answer																	
OK	Oklahoma City	Wiley Post Airport	KPWA	Atlantic Aviation	405-787-4040	Did Not/Would not answer												Kailey ??	2017-08-18	Would not Disclose			
OK	Durant	Durant Regional Airport - Eaker Field	KDUA	D/W Aviation	580-920-0574, 580-230-1188	Yes	Engine Type											Christie Williams	2017-08-18	Dope AF(Fee Sheet Received)	Yes	https://drive.google.com/open?id=0B8ayYJphjL_kYnZRX0tpbzZid0pVeEpvZDVDVXJFd0lxZTBZ	
OK	Ponca City	Ponca City Regional Airport	KPNC	Ponca City Regional Airport	580-767-0429	Yes	Other	based on size of aircraft 	0	0	0	0	0	50-225	Not often	Yes	$100 or more 		2017-08-18	Good	No		
OK	Ardmore	Ardmore Municipal Airport	KADM	 Lakeland Aviation, Inc.	580-389-5000	Yes	Weight and Engine		0	0	0	0	0	75-220	every 2-3 years	Yes	anything over $25		2017-08-18	Good	No		
OK	Ardmore	Ardmore Municipal Airport	KADM	 SBA-The Line Shack	580-389-5263, 580-362-6977	Did Not/Would not answer													2017-08-18	Did not Answer (Called Twice)			
OK	Oklahoma City	Clarence E Page Municipal Airport	KRCE	Legacy Aviation Services, Inc.	405-350-2100	Did Not/Would not answer													2017-08-18	Would not Disclose			
OK	Oklahoma City	Sundance Airport	KHSD	Sundance Airport LLC	405-373-3886	Yes													2017-08-18	Would not Disclose			
OK	Burns Flat	Clinton-Sherman Airport	KCSM	Regional Air	580-562-4713	Did Not/Would not answer													2017-08-18	Did not Answer (Called Twice)			
OK	Enid	Enid Woodring Regional Airport	KWDG	 Enid Woodring Regional Airport	580-234-5476	Yes	Flat Rate		0	0	0	$35	$35	yes but wasn't specific or willing to tell me	Not in the past 4 years	No		Caleb Riley 	2017-08-18	Good	No		
OK	Lawton	Lawton-Fort Sill Regional Airport	KLAW	 Lawton Aviation Services	580-351-2900	Yes													2017-08-18	Would not Disclose	No		
OK	Perry	Perry Municipal Airport	F22	 Perry Municipal Airport	580-336-4001, 580-370-2259	Yes	Square Footage		0	0	0	0	0	$10 per night (limited on hangar space)	Not often 	Yes	case by case	John Anderson 	2017-08-18	Good	No		
OK	Sand Springs	William R Pogue Municipal Airport	KOWP	City of Sand Springs (FBO)	918-246-2605	Did Not/Would not answer													2017-08-18	Would not Disclose	No		
OK	Grove	Grove Municipal Airport	KGMJ	 Grove Regional Airport	918-786-6150, 918-961-0837	Yes	Weight and Engine												2017-08-21	Would not Disclose			
OK	El Reno	El Reno Regional Airport	KRQO	 El Reno Regional Airport	405-262-4272	Yes											case by case		2017-08-21	No Real Structure	No		
OK	Guthrie	Guthrie-Edmond Regional Airport	KGOK	Crabtree Aircraft Co.	405-282-4250	Did Not/Would not answer													2017-08-21	Did not Answer (Called Twice)			
OK	Guymon	Guymon Municipal Airport	KGUY	Centerline Aviation	580-338-7700, 580-338-0481	Yes	Engine Type	0	0	0	0	0	0	$25-$75 per night 	not often	Yes	case by case 		2017-08-21	Good	No		
OK	Seminole	Seminole Municipal Airport	KSRE	Red Cloud Aviation	405-382-2180	Did Not/Would not answer													2017-08-21	Did not Answer (Called Twice)			
OK	Claremore	Claremore Regional Airport	KGCM	 Claremore Regional Airport	918-343-0931	Did Not/Would not answer													2017-08-23	Did not Answer (Called Twice)			
OK	Goldsby	David Jay Perry Airport	1K4	Town of Goldsby (FBO)	405-288-6675, 405-570-8399	Did Not/Would not answer													2017-08-23	Did not Answer (Called Twice)			
OK	Bartlesville	Bartlesville Municipal Airport	KBVO	 Phillips Aviation Services	918-661-3121	Did Not/Would not answer													2017-08-23	Did not Answer (Called Twice)			
OK	Okmulgee	Okmulgee Regional Airport	KOKM	City of Okmulgee (FBO)	918-756-0412, 918-756-1116	No													2017-08-23	Good	No		
OK	Ada	Ada Municipal Airport	KADH	 Heartland Aviation	580-235-5279, 580-421-7742	No													2017-08-23	Good	No		
OK	Ardmore	Ardmore Downtown Executive Airport	1F0	KMA Aviation LLC	580-223-5500, 580-465-7773	No													2017-08-23	Unreliable Data			
OK	Miami	Miami Regional Airport	KMIO	Miami Airport	918-541-2290	No													2017-08-23				
OK	Muskogee	Davis Field Airport	KMKO	 Davis Field Aviation, LLC	918-682-4101, 918-869-8410	Did Not/Would not answer																	
OK	Owasso	Gundy's Airport	O38	Gundy's Airport	918-272-1523	No													2017-08-23				
OK	Chickasha	Chickasha Municipal Airport	KCHK	 Chickasha Municipal Airport	405-222-6006, 405-320-0274	No													2017-08-23	Would not Disclose			
OK	Afton	Grand Lake Regional Airport	3O9	Grand Lake Regional Airport	918-257-8602	Yes	Flat Rate												2017-08-23	Did not Answer (Called Twice)			
OK	Shawnee	Shawnee Regional Airport	KSNL	 City of Shawnee FBO	405-878-1633, 405-878-1625	Did Not/Would not answer													2017-08-23	Did not Answer (Called Twice)			
OK	Duncan	Halliburton Field Airport	KDUC	Tubbs Aviation	580-252-9896	Yes	Weight and Engine								Every two years 	No			2017-08-23	Good			
OK	Ketchum	South Grand Lake Regional Airport	1K8	South Grand Lake Municipal Airport Managing Authority	918-693-1855	Yes	Other	case by case 						yes per night ($25-$75)	Not often 	Yes 	Case by case 		2017-08-23	Good			
OK	Mc Alester	Mc Alester Regional Airport	KMLC	BrenAir Aviation Services	918-426-4337, 918-329-8330	No													2017-08-24				
